CS_WarnFriendlyDamageInterval | gamedll,cheat | Defines how frequently the server notifies clients that a player damaged a friend
cl_drawhud | clientdll,cheat | Enable the rendering of the hud
cl_drawhud_force_deathnotices | clientdll,release | 0: default; 1: draw deathnotices even if hud disabled; -1: force no deathnotices
cl_drawhud_force_radar | clientdll,release | 0: default; 1: draw radar even if hud disabled; -1: force no radar
cl_drawhud_force_teamid_overhead | clientdll,release | 0: default; 1: draw teamid even if hud disabled; -1: force no teamid
cl_drawhud_specvote | clientdll,release | 1: default; 0: disables vote UI for spectators
cl_embedded_stream_audio_volume | clientdll,hidden | Embedded stream audio volume
cl_embedded_stream_audio_volume_xmaster | clientdll,hidden | Whether embedded stream audio volume gets multiplied by master volume
cl_embedded_stream_video_playing | developmentonly,clientdll,hidden,defensive | Embedded stream video playing state
cl_enable_party_voice | clientdll,release | 
cl_ent_attachment_filter_substrings | clientdll,cheat | If an attachment's name has any of the given substrings in it, it will be displayed. Substrings can be delimited by the ',' or '|' character.
cl_ent_joint_axis_size | developmentonly,clientdll,defensive | 
cl_ent_joint_filter_name | clientdll,cheat | If a joint's entire name matches (case insensitive), it will be displayed.
cl_ent_joint_filter_substrings | clientdll,cheat | If a joint's name has any of the given substrings in it, it will be displayed. Substrings can be delimited by the ',' or '|' character.
cl_ent_joint_lines | clientdll,cheat | Draw a line between a rendered joint and its parent.
cl_ent_joint_names | clientdll,cheat | Draw the name of a rendered joint.
cl_ent_joint_only_ik_joints | developmentonly,clientdll,defensive | 
cl_ent_joint_use_bind_pose | developmentonly,clientdll,defensive | 
cl_ent_pivot_size | clientdll,cheat | 
cl_ent_show_contexts | clientdll,cheat | Show entity contexts in ent_text display
cl_ent_showonlyattachment | clientdll,cheat | 
cl_ent_showonlyhitbox | clientdll,cheat | 
cl_ent_skeleton_only_ik_joints | developmentonly,clientdll,defensive | 
cl_ent_text_flags_active | clientdll,cheat | 
cl_ent_text_no_name_really_i_mean_it | clientdll,cheat | 
cl_error_report_time | clientdll,release | Minimum time in seconds that must elapse before printing prediction error summary. 0 to disable.
cl_extrapolate | clientdll,cheat | Enable/disable extrapolation if interpolation history runs out.
cl_extrapolate_amount | clientdll,cheat | Set how many seconds the client will extrapolate entities for.
cl_fake_timeout | developmentonly,clientdll | 
cl_fasttempentcollision | developmentonly,clientdll,defensive | 
cl_firstperson_legs | developmentonly,clientdll,defensive | 
cl_firstperson_legs_aoproxy | developmentonly,clientdll,defensive | 
cl_fixedcrosshairgap | clientdll,per_user | For crosshair style 1: How big to make the gap between the pips in the fixed crosshair
cl_flushentitypacket | cheat | For debugging. Force the engine to flush an entity packet.
cl_force_next_signon_to_reset | developmentonly | 
cl_force_spec_hud_color_to_team | clientdll | Spec hud color setting is always team/teammate
cl_frametime_summary_report_detailed | clientdll,release | When a perf report is dumped at the end of the session, should it be detailed?
cl_generate_postdataupdatepreserved | developmentonly | Do we invoke PostDataUpdatePreserved callbacks for entities that had no changes but are still in the PVS?
cl_globallight_debug | developmentonly,clientdll,defensive | 
cl_globallight_depth_bias | developmentonly,clientdll,defensive | 
cl_globallight_expansion | developmentonly,clientdll,defensive | 
cl_globallight_freeze | developmentonly,clientdll,defensive | 
cl_globallight_orig_calc_frustum | developmentonly,clientdll,defensive | 
cl_globallight_shadow_mode | developmentonly,clientdll,defensive | 
cl_globallight_slope_scale_depth_bias | developmentonly,clientdll,defensive | 
cl_globallight_use_alt_focus_region | developmentonly,clientdll,defensive | 
cl_globallight_use_optimized_calc_frustum | developmentonly,clientdll,defensive | 
cl_globallight_use_shaadow_near_offset | developmentonly,clientdll,defensive | 
cl_globallight_world_bottom_height | developmentonly,clientdll,defensive | 
cl_globallight_world_top_height | developmentonly,clientdll,defensive | 
cl_glow_brightness | clientdll,cheat | Brightness of player halos
cl_glow_item_far_b | clientdll,release | 
cl_glow_item_far_g | clientdll,release | 
cl_glow_item_far_r | clientdll,release | 
cl_graphics_driver_warning_dont_show_again | clientdll,release | Graphics driver recommendation (NVIDIA 581.80 / AMD 23.11.1)
cl_grenadecrosshair_decoy | clientdll,per_user | Is the grenade crosshair enabled
cl_grenadecrosshair_explosive | clientdll,per_user | Is the grenade crosshair enabled
cl_grenadecrosshair_fire | clientdll,per_user | Is the grenade crosshair enabled
cl_grenadecrosshair_flash | clientdll,per_user | Is the grenade crosshair enabled
cl_grenadecrosshair_keepusercrosshair | clientdll,per_user | Keep the user's crosshair when the grenade crosshair is enabled
cl_grenadecrosshair_smoke | clientdll,per_user | Is the grenade crosshair enabled
cl_grenadecrosshair_tickinterval | developmentonly,clientdll | 
cl_grenadecrosshair_ticklabels | developmentonly,clientdll | 
cl_grenadecrosshair_tickscaling | developmentonly,clientdll | 
cl_grenadecrosshairdelay_decoy | clientdll,per_user | How long should the pin be pulled for before showing the grenade crosshair
cl_grenadecrosshairdelay_explosive | clientdll,per_user | How long should the pin be pulled for before showing the grenade crosshair
cl_grenadecrosshairdelay_fire | clientdll,per_user | How long should the pin be pulled for before showing the grenade crosshair
cl_grenadecrosshairdelay_flash | clientdll,per_user | How long should the pin be pulled for before showing the grenade crosshair
cl_grenadecrosshairdelay_smoke | clientdll,per_user | How long should the pin be pulled for before showing the grenade crosshair
cl_hide_avatar_images | clientdll | Hide avatar images for other players.   0 - Off.  1 - Block All  2 - Block all but friends
cl_highlights_hud_playback | clientdll,hidden,release | Highlights hud playback
cl_hitbox_debug | developmentonly,clientdll,defensive | 
cl_hold_game_events_force_delay_ticks | developmentonly,clientdll,defensive | Debugging convar to force late dispatch of game events.
cl_hold_game_events_until_server_tick | developmentonly,clientdll,defensive | Holds game events until client has received the tick the event was fired on.
cl_http_log_enable | clientdll,dontrecord,release,clientcmd_can_execute | Allows sending HTTP log from client main menu.
cl_hud_color | clientdll,release | 0 = team color, 1 =  white, 2 = bright white, 3 = light blue, 4 = blue, 5 = purple, 6 = red, 7 = orange, 8 = yellow, 9 = green, 10 = aqua, 11 = pink, 12 = teammate color.
cl_hud_radar_background_alpha | clientdll,release | 
cl_hud_radar_blur_background | clientdll,release | Blurs the radar background.
cl_hud_radar_map_additive | clientdll,release | Blend Hud radar map additively on top of background.
cl_hud_radar_scale | clientdll,release | 
cl_hud_telemetry_frametime_poor | clientdll,release | Frame time greater than this is considered 'poor'.
cl_hud_telemetry_frametime_show | clientdll,release | Show frame time (FPS) in the HUD.  0=never, 1=only if poor, 2=always
cl_hud_telemetry_net_detailed | clientdll,release | Show breakdown network misdelivery (loss, late delivery, and peak jitter).  0=never, 1=only in poor network conditions, 2=always
cl_hud_telemetry_net_misdelivery_poor | clientdll,release | Packet delivery anomaly rate (0..100) higher than this is considered 'poor'.
cl_hud_telemetry_net_misdelivery_show | clientdll,release | Show percentage of user commands & server snapshots that are missed due to network conditions.  0=never, 1=only in poor conditions, 2=always
cl_hud_telemetry_net_quality_graph_show | clientdll,release | Show packet jitter and netframe loss/reordering in the HUD.  0=never, 1=only in poor conditions, 2=always
cl_hud_telemetry_ping_poor | clientdll,release | Ping higher than this (ms) is considered 'poor'.
cl_hud_telemetry_ping_show | clientdll,release | Show ping in the HUD.  0=never, 1=only in poor conditions, 2=always
cl_hud_telemetry_serverrecvmargin_graph_show | clientdll,release | Show graph of the server recv margin in the HUD.  (How early/late user commands are arriving at the server before they are executed.)   0=never, 1=only when there are command queue problems, 2=always
cl_ignorepackets | cheat | Force client to ignore packets (for debugging).
cl_import_csgo_config | clientdll,release | 
cl_inferno_bodyburn | developmentonly,clientdll | 
cl_instant_death_anim | developmentonly,clientdll | 
cl_interp_ag2_for_non_ag2_entities | developmentonly,clientdll | 
cl_interp_all | developmentonly,clientdll,defensive | Disable interpolation list optimizations.
cl_interp_animationvars | developmentonly,clientdll,defensive | Interpolate LATCH_ANIMATION_BIT vars if interpolation interval is greater than simulation interval
cl_interp_hermite | clientdll,cheat | Set to zero do disable hermite interpolation.
cl_interp_npcs | developmentonly,clientdll,defensive | Interpolate NPC positions starting this many seconds in past (or the value as per cl_interp_ratio, if greater)
cl_interp_parallel | developmentonly,clientdll,defensive | Run interpolation in parallel for entities with no children.
cl_interp_ratio | clientdll | Set number of client simulation interpolation ticks.
cl_interp_simulationvars | developmentonly,clientdll,defensive | Interpolate LATCH_SIMULATION_BIT vars if interpolation interval is greater than animation interval
cl_interp_threadmodeticks | developmentonly,clientdll,defensive | Additional interpolation ticks to use when interpolating with threaded engine mode set.
cl_interpolate | developmentonly,clientdll | Interpolate entities on the client.
cl_interpolate_report | clientdll | Enable to show interpolation profile timing 
cl_inv_volatile_limits | clientdll | 
cl_inventory_debug_tooltip | clientdll,release | 
cl_inventory_radial_immediate_select | clientdll,per_user | In inventory selection radials. Select weapons the moment the cursor highlights them. Otherwise, only select the selected item on exit.
cl_inventory_radial_tap_to_cycle | clientdll,per_user | In inventory selection radials. Select weapons the moment the cursor highlights them. Otherwise, only select the selected item on exit.
cl_inventory_saved_filter2 | clientdll,release | 
cl_inventory_saved_sort2 | clientdll,release | 
cl_invites_only_friends | clientdll,release | If turned on, will ignore in-game invites from recent teammates or other non-friends
cl_invites_only_mainmenu | clientdll,release | If turned on, will ignore all invites when user is playing a match
cl_ironsight_dot_scale | clientdll,per_user | Ironsight dot scale
cl_ironsight_filter_alpha | developmentonly,clientdll | Ironsight filter alpha
cl_ironsight_min_channel_color | developmentonly,clientdll | Ironsight min channel color value
cl_ironsight_usecrosshaircolor | clientdll,per_user | Should the scope dot match the user's crosshair color
cl_itemimages_dynamically_generated | clientdll,release | 2: use render-targets; 0: disk assets only
cl_jitter_bad_threshold_up |  | When upstream packet jitter in a frame exceeds this threshold (ms), the frame is considered to have 'irregular delivery'.  This is a derived value and should not be modified manually
cl_lagcompensation_test_auto_target | developmentonly,clientdll | Auto-pick value of cl_lagcompensation_test_target.
cl_lagcompensation_test_target | developmentonly,clientdll | Player whose head is tracked to test lag compensation.
cl_language | developmentonly,defensive | Language
cl_latch_report | clientdll | Enable to output stats about latching
cl_leveloverview | clientdll,cheat | 
cl_lightquery_debug | clientdll,cheat | 
cl_loadout_saved_sort | clientdll,release | 
cl_lock_camera | clientdll,cheat | 
cl_log_tick | developmentonly,defensive | Log when a tick is received 
