_fov | developmentonly,clientdll,defensive | Automates fov command to server.
citadel_auto_highlight_seconds_after | clientdll,release | How many seconds after the highlight event to show when viewing highlights.
citadel_auto_highlight_seconds_before | clientdll,release | How many seconds before the highlight event to show when viewing highlights.
citadel_auto_ping_window | developmentonly,clientdll | If the chat wheel is opened and closed within this time, trigger a ping when it's closed.
citadel_auto_queue_build | clientdll | Automatically queue the selected build at game start
citadel_autobuy_refund_time | developmentonly,gamedll,clientdll,replicated | Time Allowed for a full refund when buy anywhere (Auto/Quick Buy) is enabled
citadel_averaged_normal_debug_draw | developmentonly,gamedll,clientdll,replicated | 
citadel_barrack_boss_aggro_radius | developmentonly,gamedll | 
citadel_barrack_boss_aggro_time | developmentonly,gamedll | 
citadel_barrack_boss_attackable_height_diff | developmentonly,gamedll | 
citadel_barrack_boss_hero_initial_weapon_reduction_pct | developmentonly,gamedll,defensive | 
citadel_barrack_boss_ignore_damage | developmentonly,gamedll | 
citadel_barrack_boss_max_attack_range | developmentonly,gamedll | 
citadel_barrack_boss_melee_damage_pct | developmentonly,gamedll,defensive | 
citadel_barrack_boss_melee_knockback | developmentonly,gamedll | 
citadel_barrack_boss_ping_interval | developmentonly,gamedll | 
citadel_basic_energy_regen_time | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_bebop_beam_approach_speed | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_bebop_beam_approach_speed_step_scale | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_bebop_beam_kill_time | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_bebop_beam_point_bias | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_bebop_beam_wiggle_speed | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_bebop_beam_wiggle_speed_x | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_bebop_beam_wiggle_speed_x2 | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_book_page_auto_play_delay_s | developmentonly,clientdll,defensive | When a page has no audio queue, this delay will be used before auto play advancing unless it specifies an override value
citadel_book_page_sound_auto_play_delay_s | developmentonly,clientdll,defensive | When a page has an audio queue, this delay will be used before auto play advancing unless it specifies an override value
citadel_boss_glow_disabled | clientdll,release | 
citadel_boss_tier2_ping_interval | developmentonly,gamedll | 
citadel_boss_tier2_use_wip_model | developmentonly,gamedll | 
citadel_boss_tier3_use_wip_model | developmentonly,gamedll | 
citadel_boss_tier_2_schedule_force | developmentonly,gamedll | 
citadel_boss_tier_3_check_pit_modifier | developmentonly,gamedll | 
citadel_boss_tier_3_damage_reduction_no_troopers | developmentonly,gamedll | 
citadel_boss_tier_3_sight_range | developmentonly,gamedll | 
citadel_boss_tier_3_test_arm_smash | developmentonly,gamedll | 
citadel_boss_tier_3_test_bomb | developmentonly,gamedll | 
citadel_boss_tier_3_test_intro | developmentonly,gamedll | 
citadel_boss_tier_3_test_laser | developmentonly,gamedll | 
citadel_boss_tier_3_test_rocketbarrage | developmentonly,gamedll | 
citadel_boss_tier_3_test_shrine_attack | developmentonly,gamedll | 
citadel_boss_tier_3_testing_enter_phase2 | gamedll,cheat,release | 
citadel_bot_brain_aim_angle_attack | gamedll,replicated,release | Min Dot Product result from target that we will try to shoot from
citadel_bot_brain_aim_inaccuracy | gamedll,replicated,release | Max Angle for Inaccuracy
citadel_bot_brain_aim_inaccuracy_speed | gamedll,replicated,release | How fast the inaccuracy moves - mimic mouse movement correction
citadel_bot_brain_aim_vertical_offset | gamedll,replicated,release | How many vertical units to aim from world space center on players / troopers
citadel_bot_brain_disable_attacks | gamedll,replicated,release | 
citadel_bot_brain_disable_gun_attacks | gamedll,replicated,release | 
citadel_bot_brain_disable_movement | gamedll,replicated,release | 
citadel_bot_brain_draw_debug | developmentonly,gamedll,release | Enable brain debug drawing
citadel_bot_brain_enemy_reaction_time | gamedll,replicated,release | Amount of time for a bot to react to a player
citadel_bot_brain_force_schedule | developmentonly,gamedll | (Test) Set to Force a Schedule
citadel_bot_brain_heavy_melee_distance | gamedll,replicated,release | 
citadel_bot_brain_infrequent_tick_rate | gamedll,replicated,release | 
citadel_bot_brain_melee_heavy_hold_time | gamedll,replicated,release | 
citadel_bot_brain_melee_tick_frequency | gamedll,replicated,release | 
citadel_bot_brain_move_goal_tolerance | gamedll,replicated,release | How close to goal to count as made it
citadel_bot_brain_move_max_fallback_path_length | gamedll,replicated,release | If a bot fails its (fast) flowmap check, how far should we allow the nav system to look when generating a fallback path? Keep this value lower for performance reasons
citadel_bot_brain_override_calc_movement_task_target | gamedll,replicated,release | Override CalcMovementTaskTarget to pathfind directly to the desired location as opposed to an intermediate goal
citadel_bot_brain_parry_tick_frequency | gamedll,replicated,release | 
citadel_bot_brain_stop_shooting_los_time | gamedll,replicated,release | Amount of time for no Los to stop shooting at enemy
citadel_bot_broadcast_updates | developmentonly,gamedll | Bots will say updates in all talk
citadel_bot_buddy | gamedll,clientdll,replicated,release | List of heroes to choose from that should follow a player around
citadel_bot_crouch | gamedll,replicated,release | Forces citadel bots to crouch
citadel_bot_director_base_threat_distance | developmentonly,gamedll,replicated,defensive | Distance from core we consider to be a threat
citadel_bot_director_debug_spew | developmentonly,gamedll | Enable for Bot Director log messages
citadel_bot_director_destroy_all_tier2 | developmentonly,gamedll,replicated,defensive | Should bots prioritize destroying all tier 2 bosses before pushing further
citadel_bot_director_draw_creep_line | developmentonly,gamedll,replicated,defensive | Draw the Creep Lines
citadel_bot_director_idol_care_distance | developmentonly,gamedll,replicated,defensive | Max distance a player can be that may care about the idol
citadel_bot_director_lane_min_duration | developmentonly,gamedll,replicated,defensive | Min amount of time a bot is forced to stay in lane for a required action
citadel_bot_director_late_game_time_minutes | developmentonly,gamedll,replicated,defensive | Number of minutes past which bots should try to end the game
citadel_bot_director_respawn_window | developmentonly,gamedll,replicated,defensive | Amount of Respawn time remaining for Hero to be considered in this lane
citadel_bot_director_zipline_min | developmentonly,gamedll,replicated,defensive | Minimum % of Captured Zipline nodes we care about
citadel_bot_director_zipline_stable | developmentonly,gamedll,replicated,defensive | How much to push out a lane before deprioritizing it
citadel_bot_disconnect_takeover_enabled | developmentonly,gamedll,clientdll,replicated,defensive | 
citadel_bot_hero_testing_pitch | gamedll,replicated,release | Aim Pitch in Hero Testing
citadel_bot_jump | gamedll,replicated,release | Forces citadel bots to jump
citadel_bot_match_on_dedicated_server | developmentonly,clientdll | 
citadel_bot_max_path_length | developmentonly,gamedll | Max path length for pathing calculations.
citadel_bot_melee | gamedll,replicated,release | Forces citadel bots to melee continuously, 1: light, 2:Heavy
citadel_bot_mimic_player_pitch | gamedll,replicated,release | User player's pitch in hero testing
citadel_bot_move_random | gamedll,replicated,release | Forces citadel bots to move all around
citadel_bot_net_worth_max_spawn_time | developmentonly,gamedll,defensive | 
citadel_bot_override_spawn_time | developmentonly,gamedll | 
citadel_bot_parry | gamedll,replicated,release | Forces citadel bots to Parry continuously
citadel_bot_passive_gold_enabled | developmentonly,gamedll | 
citadel_bot_practice_opponent | gamedll,replicated,release | 
citadel_bot_practice_teammate | gamedll,replicated,release | 
citadel_bot_record | gamedll,replicated,release | Causes bots to mimic your commands as well as record them to be replayed
citadel_bot_report_verbose | developmentonly,gamedll | Bot Chat is Verbose (debug)
citadel_bot_safety_distance_behind_ally_creeps | developmentonly,gamedll,replicated,defensive | Distance citadel bots want to stay behind ally creep wave (meters)
citadel_bot_safety_distance_behind_enemy_creeps | developmentonly,gamedll,replicated,defensive | Distance citadel bots want to stay behind enemy creep wave (meters)
citadel_bot_shoot | gamedll,replicated,release | Forces citadel bots to fire continuously. 1:scope shooting 2:unscope shooting.
citadel_bot_shop | gamedll,replicated,release | Forces citadel bots to attempt shopping. 1 = random, 2 = recommended
citadel_bot_takeover_ally_range | gamedll,replicated,release | How far from Allies that is acceptable
citadel_bot_takeover_time | gamedll,replicated,release | Time for a disconnected player to be taken over by a bot
citadel_bot_team_sensing_tick_interval | developmentonly,gamedll,replicated,defensive | How many ticks between the bot performing sensing
citadel_bot_teamsense_homebase_range | developmentonly,gamedll,replicated,defensive | Distance(m) from Base center to be considered in base
citadel_bot_teamsense_pushed_range | developmentonly,gamedll,replicated,defensive | Distance(m) from Objective to consider it pushed to
citadel_bot_test_mode | gamedll,replicated,release | Set citadel bots to be and in test mode (default idle)
citadel_bot_use_ability | gamedll,replicated,release | Causes Bot to Constantly use Ability when its available
citadel_bot_use_ability_once | gamedll,replicated,release | Set if you only want enemy to use ability once and stop
citadel_bot_use_ability_rate | gamedll,replicated,release | Interval in seconds that the bot attempts to use an ability
citadel_bot_use_item_ability | gamedll,replicated,release | Causes Bot to Constantly use Ability when its available
citadel_bot_zig_zag | gamedll,replicated,release | Forces citadel bots to zig-zag side to side if > 0 or back and forth if < 0
citadel_botmatch_tick_rate_override | gamedll,clientdll,replicated,release | 
citadel_bots_go_mid | developmentonly,gamedll | Force bots to path to the origin
citadel_bounty_allow_melee_autoclaim | gamedll,clientdll,replicated,cheat | Whether or not melees autoclaim orbs.
citadel_bounty_aoe_deny_radius | gamedll,clientdll,replicated,cheat | The radius in which teammates gain a portion denies
citadel_bounty_aoe_radius | gamedll,clientdll,replicated,cheat | The radius in which teammates gain a portion of bounties
citadel_bounty_aoe_radius_autoscore | gamedll,clientdll,replicated,cheat | The radius in which a trooper death is automatically assigned to a nearby player.
citadel_bounty_aoe_radius_neutrals | gamedll,clientdll,replicated,cheat | The radius in which teammates gain a portion of Neutral
citadel_bounty_aoe_radius_non_troopers_non_hero | gamedll,clientdll,replicated,cheat | The radius in which teammates gain a portion of things besides Nuetrals, Troopers and Players
citadel_bounty_aoe_radius_troopers | gamedll,clientdll,replicated,cheat | The radius in which teammates gain a portion of things besides Neutrals and Players
citadel_bounty_player_assist_window | gamedll,clientdll,replicated,cheat | The recent damage time window to be counted as an assister for player kill
